c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-AB15ED9D,151,6,Nnewi,Anambra,Grace Adeyemi,2021-11-10,Verified
C-OF-O-C5A4507B,163,48,Amawbia,Anambra,Mark Uche,2012-07-27,Verified
C-OF-O-874B2575,102,13,Uwani,Enugu,Ruth Olawale,2014-11-20,Verified
C-OF-O-4D9510B0,72,40,Uwani,Enugu,Daniel Okonkwo,2023-12-18,Verified
C-OF-O-C7CDBD28,199,36,Trans-Ekulu,Enugu,Grace Nnamani,2017-09-14,Verified
C-OF-O-4ABAFD48,64,45,Trans-Ekulu,Enugu,Hope Ojo,2012-06-08,Verified
C-OF-O-6C3D5C01,43,9,Uwani,Enugu,James Olawale,2020-08-06,Verified
C-OF-O-D0DDCD39,189,32,New Haven,Enugu,Faith Akinwale,2012-03-10,Verified
C-OF-O-4FA99CAD,45,34,New Haven,Enugu,Cornelius Ogunleye,2015-08-02,Verified
C-OF-O-BE9F2305,98,30,GRA,Enugu,Esther Abiola,2016-08-25,Verified
C-OF-O-C1C8978C,175,1,Onitsha GRA,Anambra,Mary Olawale,2018-09-14,Verified
C-OF-O-EE02AB81,84,14,New Haven,Enugu,Daniel Obi,2012-02-22,Verified
C-OF-O-6FF79975,115,40,Ikeja GRA,Lagos,Angela Ogunleye,2013-05-28,Verified
C-OF-O-C95F48FB,33,16,Ikeja GRA,Lagos,Peace Oshodi,2020-01-08,Verified
C-OF-O-AAA82B42,176,47,Trans-Ekulu,Enugu,Peter Chukwu,2023-07-29,Verified
C-OF-O-0385DFA9,39,17,GRA,Enugu,Stephen Abiola,2010-10-24,Verified
C-OF-O-C580DDAD,73,5,Ikoyi,Lagos,Deborah Adeyemi,2015-09-10,Verified
C-OF-O-1601641B,117,31,Nnewi,Anambra,Paul Okafor,2017-11-04,Verified
C-OF-O-8EA5FD34,141,6,Trans-Ekulu,Enugu,Juliet Oyekan,2011-03-10,Verified
C-OF-O-23859B53,91,21,Ikoyi,Lagos,Emmanuel Oyekan,2023-12-06,Verified
C-OF-O-FF1AF5B2,10,27,Uwani,Enugu,Angela Ojo,2018-05-30,Verified
C-OF-O-991E6686,164,28,Amawbia,Anambra,James Ekwueme,2014-02-02,Verified
C-OF-O-AC2F941F,105,45,Enugu-Ukwu,Anambra,Faith Olawale,2019-12-02,Verified
C-OF-O-F6F2DA97,200,1,Amawbia,Anambra,Faith Oyekan,2013-07-12,Verified
C-OF-O-2AE96D27,93,23,Uwani,Enugu,Ruth Abiola,2014-01-31,Verified
C-OF-O-E7111FC4,192,45,Onitsha GRA,Anambra,Sarah Ojo,2021-01-23,Pledged as Collateral
C-OF-O-033E891C,60,35,Nnewi,Anambra,Esther Adetokunbo,2013-04-08,Verified
C-OF-O-941D4346,96,17,GRA,Enugu,Comfort Obi,2021-01-10,Verified
C-OF-O-7869CCF0,123,19,Nnewi,Anambra,Esther Olawale,2019-02-20,Verified
C-OF-O-16CEC224,164,37,Trans-Ekulu,Enugu,Patience Ojo,2023-03-29,Verified
C-OF-O-F13E2AA9,65,15,GRA,Enugu,Benjamin Adeyemi,2014-12-22,Verified
C-OF-O-9CC741EA,136,16,Victoria Island,Lagos,Michael Akinwale,2011-02-24,Verified
C-OF-O-FF2B936B,169,43,Victoria Island,Lagos,Joy Okafor,2024-07-02,Verified
C-OF-O-1850C767,150,8,Ikeja GRA,Lagos,Emmanuel Okafor,2021-07-28,Verified
C-OF-O-45311522,66,25,Amawbia,Anambra,Nathaniel Abiola,2017-05-15,Verified
C-OF-O-9C7C26FC,122,3,Ikeja GRA,Lagos,Samuel Adeyemi,2022-11-11,Verified
C-OF-O-964B087B,113,14,GRA,Enugu,Simon Ekwueme,2023-09-01,Verified
C-OF-O-74C630DB,16,50,Trans-Ekulu,Enugu,Paul Chukwu,2024-02-19,Verified
C-OF-O-8F953989,81,31,Nnewi,Anambra,Comfort Obi,2013-03-14,Verified
C-OF-O-ABB86B72,105,9,Onitsha GRA,Anambra,Blessing Abiola,2011-06-18,Verified
C-OF-O-458932D8,114,47,Surulere,Lagos,John Eze,2012-12-16,Verified
C-OF-O-0E220726,145,10,GRA,Enugu,Nathaniel Abiola,2019-09-10,Pledged as Collateral
C-OF-O-60B8F1ED,103,38,GRA,Enugu,James Akinwale,2016-01-06,Verified
C-OF-O-4464D51F,64,24,Onitsha GRA,Anambra,Ruth Oshodi,2017-10-19,Verified
C-OF-O-6D8A5337,9,17,Victoria Island,Lagos,John Adetokunbo,2015-08-30,Verified
C-OF-O-4A118BFA,50,37,Enugu-Ukwu,Anambra,Peter Adetokunbo,2021-02-26,Verified
C-OF-O-361A851C,143,47,New Haven,Enugu,Comfort Balogun,2016-06-02,Verified
C-OF-O-C94102D4,40,19,Onitsha GRA,Anambra,Agnes Okafor,2012-11-25,Verified
C-OF-O-77614E36,46,32,Victoria Island,Lagos,Agnes Adetokunbo,2013-06-05,Verified
C-OF-O-C10D705B,26,11,Enugu-Ukwu,Anambra,Angela Obasanjo,2016-01-19,Verified
C-OF-O-8B27B067,96,48,Surulere,Lagos,John Ibrahim,2013-03-21,Verified
C-OF-O-14278E89,156,7,Ikoyi,Lagos,Stephen Okafor,2013-08-02,Verified
C-OF-O-691F327C,102,17,Amawbia,Anambra,Hope Balogun,2023-03-17,Verified
C-OF-O-CAE14C2B,44,20,Ikeja GRA,Lagos,Juliet Abiola,2018-07-22,Verified
C-OF-O-C96615B6,130,35,Surulere,Lagos,Patience Ibrahim,2020-02-07,Verified
C-OF-O-CD2E3E68,155,32,Ikoyi,Lagos,Mark Oyekan,2018-11-06,Verified
C-OF-O-2F23E348,55,41,Victoria Island,Lagos,Cornelius Chukwu,2018-05-02,Verified
C-OF-O-51CD688F,177,23,Trans-Ekulu,Enugu,Faith Okafor,2023-03-07,Verified
C-OF-O-2A290D17,100,25,Trans-Ekulu,Enugu,Joshua Ogunleye,2019-09-02,Verified
C-OF-O-28C54535,64,45,Victoria Island,Lagos,Gabriel Nnamani,2021-02-10,Verified
C-OF-O-B5E3CB68,160,7,Uwani,Enugu,Agnes Oyekan,2014-10-28,Verified
C-OF-O-DD1D5BE9,56,24,Nnewi,Anambra,Charity Oyekan,2021-12-26,Verified
C-OF-O-D59DCDF5,170,21,Uwani,Enugu,Joshua Ekwueme,2015-12-21,Verified
C-OF-O-9C848CAC,56,27,New Haven,Enugu,James Akinwale,2015-09-26,Verified
C-OF-O-85D9E87E,83,20,Victoria Island,Lagos,Blessing Uche,2016-11-04,Verified
C-OF-O-B2A83A7E,137,44,Trans-Ekulu,Enugu,Paul Okafor,2021-03-18,Verified
C-OF-O-716FAFED,109,16,Onitsha GRA,Anambra,Elizabeth Okafor,2021-02-25,Verified
C-OF-O-25569ACA,57,48,Amawbia,Anambra,Grace Oyekan,2016-12-17,Verified
C-OF-O-A15353FA,86,33,Surulere,Lagos,Hope Obasanjo,2011-07-08,Verified
C-OF-O-D7A73060,156,33,Enugu-Ukwu,Anambra,Mary Ibrahim,2015-03-27,Verified
C-OF-O-9B98B673,109,24,Uwani,Enugu,Paul Ogunleye,2022-11-16,Verified
C-OF-O-CD3C73FC,99,4,GRA,Enugu,Peter Abiola,2012-03-10,Verified
C-OF-O-8A8215FD,14,27,Ikeja GRA,Lagos,David Adetokunbo,2020-10-10,Verified
C-OF-O-9BB82E6A,174,45,Surulere,Lagos,James Ojo,2020-05-07,Verified
C-OF-O-FC524BFF,128,47,Nnewi,Anambra,Nathaniel Okonkwo,2020-02-22,Verified
C-OF-O-FFFA4AF0,131,29,Ikoyi,Lagos,Elizabeth Okonkwo,2022-10-09,Verified
C-OF-O-A5988DB2,113,45,Ikeja GRA,Lagos,Ruth Adeyemi,2019-04-01,Verified
C-OF-O-6799BACA,5,7,Enugu-Ukwu,Anambra,Ruth Eze,2012-06-06,Verified
C-OF-O-62C274A5,91,31,Ikeja GRA,Lagos,Comfort Oyekan,2018-11-15,Verified
C-OF-O-3B038176,197,29,Ikoyi,Lagos,Philip Oyekan,2015-04-01,Verified
C-OF-O-1523D808,198,31,Onitsha GRA,Anambra,Blessing Obi,2010-10-23,Verified
C-OF-O-F24B6D34,16,7,Amawbia,Anambra,Grace Oyekan,2016-12-31,Verified
C-OF-O-B8495C37,137,3,Amawbia,Anambra,Joseph Oshodi,2020-04-02,Revoked
C-OF-O-9EC656CD,75,16,Enugu-Ukwu,Anambra,Blessing Adeyemi,2022-07-03,Verified
C-OF-O-564F3D1C,56,18,Onitsha GRA,Anambra,Simon Ogunleye,2018-01-05,Verified
C-OF-O-4369192F,22,42,Ikeja GRA,Lagos,Gabriel Adetokunbo,2020-01-05,Verified
C-OF-O-69FD6A2C,68,9,GRA,Enugu,Joseph Nnamani,2012-02-21,Verified
C-OF-O-1E137045,148,39,Surulere,Lagos,Michael Oyekan,2017-06-06,Verified
C-OF-O-29B18823,131,50,Enugu-Ukwu,Anambra,Grace Eze,2012-08-22,Verified
C-OF-O-2A3C3863,193,11,Enugu-Ukwu,Anambra,Andrew Olawale,2013-05-10,Verified
C-OF-O-29A93970,118,27,Uwani,Enugu,Simon Abiola,2017-08-17,Verified
C-OF-O-2D8B86FB,70,31,Uwani,Enugu,Stephen Abiola,2018-11-03,Verified
C-OF-O-1F941A27,3,32,Victoria Island,Lagos,Benjamin Obi,2024-03-03,Verified
C-OF-O-4BBD9FE9,23,35,Ikoyi,Lagos,Charity Uche,2016-09-05,Verified
C-OF-O-524F5C30,50,38,Enugu-Ukwu,Anambra,Daniel Olawale,2018-01-30,Verified
C-OF-O-4A3E3A6F,180,35,Enugu-Ukwu,Anambra,Hope Ibrahim,2018-04-10,Verified
C-OF-O-5E6ECFD1,24,12,Trans-Ekulu,Enugu,David Okonkwo,2020-02-12,Verified
C-OF-O-412749E1,44,10,Ikoyi,Lagos,Charity Ojo,2021-06-21,Verified
C-OF-O-A3820C43,91,37,GRA,Enugu,Elizabeth Olawale,2021-11-04,Under Dispute
C-OF-O-40784390,40,28,Enugu-Ukwu,Anambra,John Okafor,2020-03-23,Verified
C-OF-O-818A6AD0,146,11,Onitsha GRA,Anambra,Peter Ogunleye,2011-05-04,Verified
C-OF-O-2C16A4F5,149,32,Nnewi,Anambra,Gabriel Akinwale,2021-04-08,Verified
C-OF-O-E45E11DF,51,13,Trans-Ekulu,Enugu,Faith Obi,2019-03-09,Pledged as Collateral
C-OF-O-DD881348,22,21,Trans-Ekulu,Enugu,Peace Olawale,2014-01-12,Verified
C-OF-O-22DA9287,55,50,Victoria Island,Lagos,Grace Ibrahim,2015-08-07,Verified
C-OF-O-599DDD10,6,17,Nnewi,Anambra,Ruth Uche,2016-11-19,Verified
C-OF-O-F5B8805D,82,13,Onitsha GRA,Anambra,Sarah Olawale,2022-12-14,Verified
C-OF-O-04096738,111,32,Onitsha GRA,Anambra,Samuel Adeyemi,2017-03-17,Verified
C-OF-O-0BA7A061,200,35,Trans-Ekulu,Enugu,Stephen Ojo,2020-02-26,Verified
C-OF-O-E39DF95E,41,22,Amawbia,Anambra,David Nnamani,2014-03-17,Verified
C-OF-O-2C2A6701,3,36,New Haven,Enugu,James Okafor,2018-02-05,Verified
C-OF-O-13A8A058,183,25,Trans-Ekulu,Enugu,James Adeyemi,2017-04-05,Verified
C-OF-O-98E89B1B,166,44,Trans-Ekulu,Enugu,Gabriel Chukwu,2012-02-07,Verified
C-OF-O-99F0C19F,149,47,GRA,Enugu,Andrew Balogun,2018-07-01,Verified
C-OF-O-54ABFF55,189,25,Ikoyi,Lagos,Nathaniel Okafor,2022-07-09,Verified
C-OF-O-69901C66,35,46,Trans-Ekulu,Enugu,Hope Adetokunbo,2023-12-10,Verified
C-OF-O-8C698C99,53,22,Amawbia,Anambra,Simon Oshodi,2022-02-25,Verified
C-OF-O-37145DCE,168,12,Onitsha GRA,Anambra,Angela Chukwu,2013-05-19,Verified
C-OF-O-98EA75F0,18,48,Enugu-Ukwu,Anambra,Mary Obasanjo,2024-08-02,Verified
C-OF-O-84CBE1F1,96,10,Ikeja GRA,Lagos,Angela Nnamani,2023-02-07,Verified
C-OF-O-C691E684,190,34,Ikoyi,Lagos,Paul Abiola,2015-10-17,Verified
C-OF-O-A48436BD,54,6,Uwani,Enugu,Gabriel Okafor,2023-10-04,Under Dispute
C-OF-O-5E9E25FE,49,12,Surulere,Lagos,Philip Akinwale,2011-10-21,Verified
C-OF-O-AAB630D7,89,13,Enugu-Ukwu,Anambra,Michael Balogun,2020-07-02,Verified
C-OF-O-F44D93F3,118,31,Uwani,Enugu,Joshua Abiola,2015-09-28,Verified
C-OF-O-0687236D,24,49,Amawbia,Anambra,Peace Oshodi,2022-05-07,Verified
C-OF-O-CE0BE823,94,2,New Haven,Enugu,Blessing Ogunleye,2015-04-18,Verified
C-OF-O-BC2696AA,123,29,Ikeja GRA,Lagos,Cornelius Uche,2014-12-05,Verified
C-OF-O-0B809ADF,38,37,Nnewi,Anambra,Blessing Uche,2011-05-06,Verified
C-OF-O-7EA53E10,49,30,Victoria Island,Lagos,Gabriel Oshodi,2012-11-01,Verified
C-OF-O-7DDE73C8,41,45,Enugu-Ukwu,Anambra,Benjamin Ekwueme,2019-06-03,Verified
C-OF-O-7E4C293F,172,39,Victoria Island,Lagos,Faith Nnamani,2020-04-09,Verified
C-OF-O-766A45F7,151,47,Onitsha GRA,Anambra,Emmanuel Oshodi,2018-05-31,Verified
C-OF-O-5C555817,111,48,Ikeja GRA,Lagos,Joy Uche,2018-08-16,Verified
C-OF-O-278C304B,86,29,Enugu-Ukwu,Anambra,Simon Adetokunbo,2020-01-28,Verified
C-OF-O-1C2AE7A0,176,38,Uwani,Enugu,Benjamin Balogun,2012-08-25,Verified
C-OF-O-49180506,81,40,Enugu-Ukwu,Anambra,Peter Balogun,2018-07-29,Verified
C-OF-O-42AA83A4,117,4,Uwani,Enugu,Mark Olawale,2019-02-13,Verified
C-OF-O-8A2E2A10,132,24,Nnewi,Anambra,Gabriel Okonkwo,2023-11-18,Verified
C-OF-O-433D40EB,107,38,Ikeja GRA,Lagos,Mark Chukwu,2013-03-18,Verified
C-OF-O-7EB0DE16,49,46,Enugu-Ukwu,Anambra,Agnes Obi,2013-01-11,Verified
C-OF-O-21226503,153,5,Ikoyi,Lagos,Patience Ogunleye,2017-08-06,Verified
C-OF-O-80EF09A0,160,12,Amawbia,Anambra,Agnes Abiola,2013-07-18,Verified
C-OF-O-60AF5732,43,15,Uwani,Enugu,Grace Adeyemi,2013-12-26,Verified
C-OF-O-E974E53A,55,16,New Haven,Enugu,Deborah Ogunleye,2019-11-26,Verified
C-OF-O-B116E15C,46,32,Victoria Island,Lagos,Paul Oshodi,2013-02-11,Verified
C-OF-O-51D8215A,184,27,Trans-Ekulu,Enugu,Daniel Obi,2012-11-27,Verified
C-OF-O-0520570E,64,43,Enugu-Ukwu,Anambra,Juliet Obasanjo,2011-09-08,Verified
C-OF-O-9E4F5E34,114,29,Uwani,Enugu,Mary Ibrahim,2015-08-02,Verified
C-OF-O-68F67806,130,35,Enugu-Ukwu,Anambra,Comfort Okonkwo,2022-12-25,Verified
C-OF-O-71DA9F1C,134,45,Ikeja GRA,Lagos,Joy Okafor,2012-11-13,Verified
C-OF-O-9D0CED83,45,43,GRA,Enugu,Samuel Obi,2018-06-05,Verified
C-OF-O-3CA72715,115,11,Nnewi,Anambra,Stephen Oyekan,2012-07-17,Verified
C-OF-O-F5C3CD32,197,2,Enugu-Ukwu,Anambra,Gabriel Ekwueme,2024-10-05,Verified
C-OF-O-95251717,50,4,Victoria Island,Lagos,John Nnamani,2021-02-20,Verified
C-OF-O-4C87AFB5,170,45,Onitsha GRA,Anambra,Simon Abiola,2017-12-19,Verified
C-OF-O-09DD0622,3,5,GRA,Enugu,Esther Okonkwo,2015-09-14,Verified
C-OF-O-F29F1477,158,28,Amawbia,Anambra,Cornelius Adeyemi,2019-11-05,Verified
C-OF-O-3E28E9C0,118,3,Nnewi,Anambra,Comfort Ekwueme,2012-12-30,Verified
C-OF-O-431DF3FE,49,13,Amawbia,Anambra,Stephen Ekwueme,2017-08-17,Verified
C-OF-O-F99FBEB0,158,7,Trans-Ekulu,Enugu,Angela Okafor,2017-04-27,Verified
C-OF-O-5A93DAC4,138,34,New Haven,Enugu,Ruth Olawale,2014-11-13,Verified
C-OF-O-DBF3FD0B,48,46,New Haven,Enugu,Mark Akinwale,2018-11-20,Verified
C-OF-O-1592C1CC,171,23,Surulere,Lagos,Gabriel Oyekan,2022-07-25,Verified
C-OF-O-80CBF0ED,37,1,Enugu-Ukwu,Anambra,Juliet Ekwueme,2016-10-04,Verified
C-OF-O-247A356D,28,4,Victoria Island,Lagos,Sarah Eze,2020-11-10,Verified
C-OF-O-4996C1AD,17,11,Surulere,Lagos,Joseph Nnamani,2022-09-16,Verified
C-OF-O-56459D32,93,18,GRA,Enugu,Daniel Ojo,2021-09-08,Verified
C-OF-O-3FD45701,54,32,Victoria Island,Lagos,Angela Abiola,2015-11-20,Verified
C-OF-O-7A8F0DD5,176,23,Amawbia,Anambra,Simon Okafor,2014-11-23,Verified
C-OF-O-3DD86823,9,38,Ikoyi,Lagos,Juliet Abiola,2022-09-25,Verified
C-OF-O-C47212D5,27,23,New Haven,Enugu,Gloria Ojo,2013-09-18,Verified
C-OF-O-62B9FFD8,178,44,Amawbia,Anambra,Paul Akinwale,2015-09-26,Verified
C-OF-O-24F41CE2,174,36,Nnewi,Anambra,Peter Abiola,2022-12-28,Verified
C-OF-O-662657CD,155,21,Nnewi,Anambra,Simon Ibrahim,2021-02-18,Verified
C-OF-O-C75479A8,150,41,Enugu-Ukwu,Anambra,Joseph Oshodi,2017-08-16,Verified
C-OF-O-ECE9B397,142,22,Enugu-Ukwu,Anambra,Michael Nnamani,2019-06-27,Verified
C-OF-O-5C6AACF2,62,20,Nnewi,Anambra,John Oshodi,2012-07-06,Verified
C-OF-O-4A99DEB6,9,39,Uwani,Enugu,Nathaniel Obasanjo,2021-11-07,Verified
C-OF-O-CCDE4F73,65,1,Uwani,Enugu,Agnes Chukwu,2024-08-03,Verified
C-OF-O-5487141E,32,32,Amawbia,Anambra,Elizabeth Uche,2014-02-08,Verified
C-OF-O-196D7481,7,16,GRA,Enugu,Gloria Adetokunbo,2016-08-21,Verified
C-OF-O-AA47BAE0,84,9,Ikoyi,Lagos,John Oyekan,2024-02-09,Verified
C-OF-O-E203595C,130,30,Ikoyi,Lagos,Grace Ekwueme,2019-04-10,Verified
C-OF-O-A1DFF6DC,93,13,Surulere,Lagos,Charity Chukwu,2018-07-17,Verified
C-OF-O-5994FFC0,97,31,Amawbia,Anambra,Peace Okonkwo,2019-01-04,Verified
C-OF-O-4ECF2879,171,30,Nnewi,Anambra,Daniel Akinwale,2013-11-12,Verified
C-OF-O-32F495DE,42,8,GRA,Enugu,Simon Uche,2016-04-24,Verified
C-OF-O-F9331BF9,109,48,Victoria Island,Lagos,Gloria Okafor,2019-02-06,Verified
C-OF-O-AA860A70,197,9,Onitsha GRA,Anambra,Emmanuel Oyekan,2018-04-10,Verified
C-OF-O-1D859F12,43,45,Nnewi,Anambra,Victoria Adeyemi,2014-08-20,Verified
C-OF-O-5EDABF9C,162,17,Victoria Island,Lagos,Cornelius Oshodi,2020-05-10,Verified
C-OF-O-65C56B87,110,40,GRA,Enugu,Charity Okonkwo,2018-01-25,Verified
C-OF-O-A6B665E5,108,5,Enugu-Ukwu,Anambra,Benjamin Ibrahim,2013-09-25,Verified
C-OF-O-38E77D46,25,49,Ikoyi,Lagos,Sarah Oshodi,2024-08-15,Verified
C-OF-O-DA7D0E05,167,14,Ikeja GRA,Lagos,Angela Chukwu,2012-05-08,Verified
C-OF-O-50C2999B,88,21,Uwani,Enugu,Michael Ekwueme,2016-07-26,Verified
C-OF-O-6BA6BC58,14,10,Nnewi,Anambra,Grace Obasanjo,2012-02-23,Verified
C-OF-O-0EE8495E,20,31,Amawbia,Anambra,Grace Ojo,2011-04-04,Verified
C-OF-O-156ECB43,51,44,Nnewi,Anambra,Michael Ekwueme,2012-11-30,Verified
C-OF-O-E1192C77,76,27,Nnewi,Anambra,Mary Ibrahim,2019-04-28,Verified
C-OF-O-45790321,91,7,Amawbia,Anambra,Peter Ogunleye,2018-10-19,Verified
C-OF-O-B20A52AF,109,46,Ikeja GRA,Lagos,Joy Uche,2013-02-21,Verified
C-OF-O-78EE73FF,165,19,Amawbia,Anambra,Hope Ekwueme,2015-04-29,Verified
C-OF-O-4E802225,85,46,Ikoyi,Lagos,Benjamin Abiola,2014-05-18,Verified
C-OF-O-11DD104C,13,12,Trans-Ekulu,Enugu,Andrew Eze,2019-09-15,Verified
C-OF-O-0E7D3A42,163,45,Uwani,Enugu,Victoria Nnamani,2012-08-10,Verified
C-OF-O-AD3EC4B4,71,28,Uwani,Enugu,Victoria Okonkwo,2012-04-30,Verified
C-OF-O-6EEC9ED6,144,5,Onitsha GRA,Anambra,Esther Okonkwo,2012-09-14,Pledged as Collateral
C-OF-O-572746DC,102,36,Nnewi,Anambra,Blessing Akinwale,2013-09-05,Verified
C-OF-O-31103FE3,108,37,Ikeja GRA,Lagos,Juliet Chukwu,2018-07-24,Verified
C-OF-O-22F4385D,184,1,Trans-Ekulu,Enugu,Elizabeth Oyekan,2022-10-22,Verified
C-OF-O-F29C5B8C,57,39,Victoria Island,Lagos,John Balogun,2016-06-15,Verified
C-OF-O-A693307C,113,22,Uwani,Enugu,Gabriel Balogun,2011-04-13,Verified
C-OF-O-D4160139,81,41,Ikoyi,Lagos,Samuel Uche,2018-07-09,Verified
C-OF-O-A266E624,197,39,Nnewi,Anambra,Elizabeth Okonkwo,2018-04-18,Verified
C-OF-O-A615ADE0,97,34,Nnewi,Anambra,Charity Ibrahim,2017-12-22,Verified
C-OF-O-48B5A1AB,93,23,New Haven,Enugu,Faith Nnamani,2023-02-01,Verified
C-OF-O-F4E9BC41,151,43,Trans-Ekulu,Enugu,Peter Eze,2011-01-28,Verified
C-OF-O-AA911D9C,94,46,Surulere,Lagos,Grace Adeyemi,2013-10-19,Verified
C-OF-O-F4BA3300,128,18,New Haven,Enugu,Gabriel Oyekan,2018-08-29,Verified
C-OF-O-080EB6EF,155,49,Onitsha GRA,Anambra,Blessing Okonkwo,2013-09-28,Verified
C-OF-O-5672B1CA,176,42,New Haven,Enugu,Charity Nnamani,2016-03-22,Verified
C-OF-O-47B74F56,27,48,GRA,Enugu,Juliet Adetokunbo,2020-12-19,Verified
C-OF-O-7F15708C,11,26,Nnewi,Anambra,Mary Obasanjo,2018-09-11,Verified
C-OF-O-BD782BBA,88,1,Trans-Ekulu,Enugu,Simon Adeyemi,2023-12-25,Verified
C-OF-O-7652844C,177,7,Uwani,Enugu,Angela Okonkwo,2012-04-08,Verified
C-OF-O-2D15384F,88,45,Enugu-Ukwu,Anambra,Joseph Uche,2021-08-28,Verified
C-OF-O-05A4AE10,46,20,Ikeja GRA,Lagos,Comfort Okonkwo,2023-03-31,Verified
C-OF-O-1C831D23,184,39,Ikeja GRA,Lagos,Joy Okonkwo,2014-01-23,Verified
C-OF-O-015E8D0A,183,16,Ikoyi,Lagos,Daniel Adetokunbo,2019-01-15,Verified
C-OF-O-D93452DB,130,50,Nnewi,Anambra,Esther Ogunleye,2023-01-29,Verified
C-OF-O-9BE3BE3E,153,47,Onitsha GRA,Anambra,Benjamin Uche,2016-06-19,Verified
C-OF-O-BF99D360,119,29,New Haven,Enugu,Juliet Nnamani,2013-10-08,Verified
C-OF-O-D3018533,160,38,Trans-Ekulu,Enugu,Andrew Nnamani,2021-02-03,Verified
C-OF-O-DEFF4FC9,199,14,Enugu-Ukwu,Anambra,Peter Obi,2015-07-01,Verified
C-OF-O-38BA10CA,17,32,Victoria Island,Lagos,Andrew Ojo,2011-04-30,Verified
C-OF-O-4D01C26C,119,33,Ikeja GRA,Lagos,Andrew Abiola,2016-06-01,Pledged as Collateral
C-OF-O-BE89E22A,133,21,GRA,Enugu,Victoria Adeyemi,2018-08-28,Verified
C-OF-O-E86C1088,19,2,Ikoyi,Lagos,Emmanuel Oyekan,2016-11-26,Verified
C-OF-O-E2FB7378,46,50,Enugu-Ukwu,Anambra,Michael Ibrahim,2013-08-04,Verified
C-OF-O-5772FDFA,98,26,Ikoyi,Lagos,Grace Ojo,2022-12-17,Verified
C-OF-O-7F45A475,94,15,Uwani,Enugu,Paul Olawale,2015-06-06,Verified
C-OF-O-F8F4ECE0,98,45,Uwani,Enugu,Emmanuel Uche,2019-09-08,Verified
C-OF-O-643018A9,78,21,Enugu-Ukwu,Anambra,John Obasanjo,2013-12-27,Verified
C-OF-O-2AB5C2B6,22,32,Amawbia,Anambra,Andrew Nnamani,2023-06-01,Verified
C-OF-O-77690153,162,45,Onitsha GRA,Anambra,Mary Olawale,2014-09-17,Verified
C-OF-O-963F38D8,43,25,Surulere,Lagos,John Adeyemi,2023-07-02,Verified
C-OF-O-0C1CCAAB,131,27,Enugu-Ukwu,Anambra,Hope Abiola,2019-11-13,Verified
C-OF-O-CA9C0572,87,9,Uwani,Enugu,Stephen Abiola,2022-10-03,Verified
C-OF-O-E93B824D,113,35,Victoria Island,Lagos,Gloria Obasanjo,2017-04-12,Verified
C-OF-O-70ACFDB6,91,44,Uwani,Enugu,Gabriel Oshodi,2019-08-26,Verified
C-OF-O-4D1F3E74,178,42,New Haven,Enugu,Hope Okonkwo,2020-12-09,Verified
C-OF-O-BD90B385,178,4,Enugu-Ukwu,Anambra,Nathaniel Olawale,2013-09-24,Verified
C-OF-O-04AFE995,15,7,Onitsha GRA,Anambra,Mark Chukwu,2011-04-11,Verified
C-OF-O-EE90ECBE,198,49,Nnewi,Anambra,Paul Adeyemi,2013-09-27,Verified
C-OF-O-9091F4A2,90,18,Ikeja GRA,Lagos,Juliet Obi,2014-05-21,Verified
C-OF-O-EFE537AB,174,34,Trans-Ekulu,Enugu,Samuel Chukwu,2024-02-26,Verified
C-OF-O-03B46183,176,13,Ikoyi,Lagos,Paul Nnamani,2016-03-11,Verified
C-OF-O-AAFA4BAA,91,19,GRA,Enugu,Joseph Adeyemi,2024-01-03,Verified
C-OF-O-3F77F3A1,160,6,Nnewi,Anambra,Charity Adetokunbo,2012-06-18,Verified
C-OF-O-937B4A8E,83,44,Nnewi,Anambra,Ruth Oshodi,2016-01-04,Verified
C-OF-O-FB6DA441,147,37,GRA,Enugu,Andrew Balogun,2018-08-25,Verified
C-OF-O-A056E413,5,10,New Haven,Enugu,David Okafor,2020-07-04,Verified
C-OF-O-2797F2F0,20,21,Victoria Island,Lagos,Comfort Okafor,2023-01-07,Verified
C-OF-O-144B7F9E,14,17,Enugu-Ukwu,Anambra,Elizabeth Okafor,2019-12-28,Verified
C-OF-O-F49ED1D7,12,38,Surulere,Lagos,Blessing Uche,2018-06-07,Verified
C-OF-O-564C0B76,65,36,Amawbia,Anambra,John Akinwale,2013-07-11,Verified
C-OF-O-5F0046FF,134,10,Trans-Ekulu,Enugu,Paul Obi,2016-06-04,Verified
C-OF-O-0ECA1D29,116,44,Ikoyi,Lagos,Simon Oyekan,2011-05-05,Verified
C-OF-O-D2A61E07,114,21,Ikeja GRA,Lagos,Cornelius Akinwale,2023-09-30,Verified
C-OF-O-A0251594,4,23,Trans-Ekulu,Enugu,Peace Ogunleye,2014-01-08,Verified
C-OF-O-7F33888D,59,27,Surulere,Lagos,Hope Obasanjo,2016-10-23,Verified
C-OF-O-3F44AD72,89,22,Amawbia,Anambra,Emmanuel Ekwueme,2013-01-25,Verified
C-OF-O-DD380D32,137,8,Victoria Island,Lagos,Sarah Balogun,2012-07-20,Verified
C-OF-O-D80E763A,156,13,Nnewi,Anambra,Peter Balogun,2023-08-30,Verified
C-OF-O-ECB974DC,104,6,Uwani,Enugu,Faith Ibrahim,2024-05-01,Verified
